product_id,name,price,currency,variant,brand,category,available_colors,url,image_url
1-1100-011707-0005,Pleated Waist Long Sleeve Blouse,49.95,,Beige,Cecilie Haugaard x NA-KD,,Beige,https://www.na-kd.com/en/products/pleated-waist-long-sleeve-blouse-beige-1100-011707-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/pleated_waist_long_sleeve_blouse_1100-011707-0005_1_campaign.jpg?ref=C350F5275A"
1-1100-008541-0140,Wide Collar Pu Jacket,99.95,,Light Beige,,,"Offwhite, Black",https://www.na-kd.com/en/products/wide-collar-pu-jacket-light-beige-1100-008541-0140,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/nlmarilyn_1100-008541-0140_social.jpg?ref=DB9494B1ED"
1-1100-009972-0002,Sleeveless Jersey Mini Dress,39.95,,Black,,,"Black, Burgundy, Brown, Green, Leopard, Beige",https://www.na-kd.com/en/products/sleeveless-jersey-mini-dress-black-1100-009972-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lykkeglommen_1100-009972-0002_social.jpeg?ref=D83FD03BA0"
1-1100-007181-0001,Straight Mid Waist Jeans,59.95,,White,,,"White, Dark Grey, Light Blue, Dark Blue, Mid Blue, Light Blue, Black, Dark Blue",https://www.na-kd.com/en/products/loose-mid-waist-jeans-white-1100-007181-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/sarabiderman_1100-007181-0001_social.jpg?ref=63C568051A"
1-1100-010371-0004,Soft Line Draped Top,35.95,,Red,,,"Red, Offwhite, Black, Brown",https://www.na-kd.com/en/products/soft-line-draped-top-red-1100-010371-0004,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_line_draped_top_1100-010371-0004_0009.jpg?ref=6A6BA1683D"
1-1100-008317-0010,Tailored Mid Waist Suit Pants,49.95,,Green,,,"Green, Grey, Black, Brown, Blue, Pink, Beige",https://www.na-kd.com/en/products/tailored-mid-waist-suit-pants-green-1100-008317-0010,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tailored_mid_waist_suit_pants-1100-008317-0010_0012.jpg?ref=0CF11F21ED"
1-1100-010248-0001,Lace Trousers,39.95,,White,,,"White, Black, Brown",https://www.na-kd.com/en/products/lace-trousers-white-1100-010248-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/carolineebo_1100-010248-0001_social_1.jpg?ref=A5478FD27A"
1-1100-008317-0002,Tailored Mid Waist Suit Pants,49.95,,Black,,,"Black, Grey, Green, Brown, Blue, Pink, Beige",https://www.na-kd.com/en/products/tailored-mid-waist-suit-pants-black-1100-008317-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/belted_regular_blazer_1100-008317-00024.jpg?ref=2EBA9595A0"
1-1100-010655-0008,Double Buttoned Short Coat,99.95,,Grey,,,"Grey, Black",https://www.na-kd.com/en/products/double-buttoned-short-coat-grey-1100-010655-0008,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fetomabrostrom_1100-010655-0008_social2.jpg?ref=A80C432C53"
1-1100-010604-0002,Gathered Detail Clutch,49.95,,Black,,,Black,https://www.na-kd.com/en/products/gathered-detail-clutch-black-1100-010604-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/gathered_detail_clutch_1100-010604-000214253_flatlay.jpg?ref=15511E5C99"
1-1100-007321-0017,Soft Woven Tote,59.95,,Brown,,,"Brown, Black",https://www.na-kd.com/en/products/soft-woven-tote-brown-1100-007321-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_woven_tote_brown_1100-007321-0017.jpg?ref=F5463E4DE3"
1-1100-011621-0002,Round Toe Ankle Boots,85.95,,Black,,,"Black, Burgundy",https://www.na-kd.com/en/products/round-toe-ankle-boots-black-1100-011621-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/round_toe_ankle_boots_1100-011621-0002_0051.jpg?ref=485852B890"
1-1100-010264-0138,Funnel Neck Shaped Cotton T-shirt,25.95,,Grey Melange,,,"Light Grey, White, Black, Brown, Red",https://www.na-kd.com/en/products/funnel-neck-shaped-cotton-t-shirt-grey-melange-1100-010264-0138,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/funnel_neck_shaped_cotton_t-shirt_1100-010264-013812992.jpg?ref=67152CBFB2"
1-1100-012075-0212,Wide Leg Low Waist Chenille Pants,75.95,,Burgundy,,,Burgundy,https://www.na-kd.com/en/products/wide-leg-low-waist-chenille-pants-burgundy-1100-012075-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wide_leg_low_waist_chenille_pants-1100-012075-0212_0045.jpg?ref=DCB585A89B"
1-1781-000018-0041,Bandeau Pleated Maxi Dress,85.95,,Black/White,Sofi Fahrman Engelbert x NA-KD,,"Multicolor, Multicolor",https://www.na-kd.com/en/products/bandeau-pleated-maxi-dress-blackwhite-1781-000018-0041,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/bandeau_big_pleat_maxi_dress_1781-000018-0041_0921_campaign.jpg?ref=E391F78406"
1-1100-011225-0138,Knitted Short Sleeve Cardigan,49.95,,Grey Melange,,,"Grey, Offwhite, Navy, Light Pink, Beige",https://www.na-kd.com/en/products/knitted-short-sleeve-cardigan-grey-melange-1100-011225-0138,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/matthewslucy_1100-011225-0138_social2.jpg?ref=B7A7ADAADE"
1-1100-010153-0001,Lace Sequin Trousers,49.95,,White,,,"White, Black, Brown",https://www.na-kd.com/en/products/lace-sequin-trousers-white-1100-010153-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_sequin_trousers-1100-010153-0001_0001_2.jpg?ref=305258BB3F"
1-1100-010667-0002,Gathered Detail Loafers,59.95,,Black,,,Black,https://www.na-kd.com/en/products/gathered-detail-loafers-black-1100-010667-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/gathered_detail_loafers-1100-010667-0002.jpg?ref=C64FAEB0F1"
1-1100-012419-0004,Lace Flowy Trousers,49.95,,Red,,,"Burgundy, Black",https://www.na-kd.com/en/products/lace-flowy-trousers-red-1100-012419-0004,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_flowy_trousers_1100-012419-0004_0042.jpg?ref=68A4F8B0E2"
1-1018-010207-0038,Loose Low Waist Long Jeans,59.95,,Dark Blue,,,"Dark Blue, Blue, Black, White, Mid Blue, Light Grey, Dark Grey",https://www.na-kd.com/en/products/loose-low-waist-long-jeans-dark-blue-1018-010207-0038,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/jeans_1018-010207-0038_curated.jpg?ref=A773F44A3A"
1-1100-011687-0002,Front Button Crochet Top,49.95,,Black,,,"Black, Light Beige",https://www.na-kd.com/en/products/front-button-crochet-top-black-1100-011687-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/front_button_crochet_top_1100-011687-0002_1_curated.jpg?ref=2D65D670F9"
1-1100-008317-5461,Tailored Mid Waist Suit Pants,49.95,,Soft Plum,,,"Brown, Grey, Green, Black, Blue, Pink, Beige",https://www.na-kd.com/en/products/tailored-mid-waist-suit-pants-soft-plum-1100-008317-5461,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tailored_mid_waist_suit_pants-1100-008317-5461_0066.jpg?ref=EEB528DE3F"
1-1100-010929-0047,Knitted Pointelle Long Sleeve Top,39.95,,Light Blue,,,"Blue, White",https://www.na-kd.com/en/products/knitted-pointelle-long-sleeve-top-light-blue-1100-010929-0047,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_pointelle_long_sleeve_top_1100-010929-0047_curated.jpg?ref=2C6DECC21A"
1-1100-009864-0138,Boucle Zip Jacket,95.95,,Grey Melange,,,"Light Grey, Light Taupe, Brown, Burgundy, Beige",https://www.na-kd.com/en/products/boucle-zip-jacket-grey-melange-1100-009864-0138,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/carolineeserup_1100-009864-0138_social.jpg?ref=F00172AC84"
1-1100-007471-0002,Underwired Lace Bra,19.95,,Black,,,"Black, White, Red, Dark Red",https://www.na-kd.com/en/products/underwired-lace-bra-black-1100-007471-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/underwired_lace_bra_1100-007471-0002_0075.jpg?ref=E31A0E5DD5"
1-1100-010869-0001,Oversized Overlap Blazer,85.95,,White,,,"White, Black, Navy",https://www.na-kd.com/en/products/oversized-overlap-blazer-white-1100-010869-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/zoebritnee_1100-010869-0001_social.jpg?ref=AC1219C74A"
1-1100-007136-0116,Wide High Waist Jeans,59.95,,Mid Blue,,,"Mid Blue, Dark Blue, White, Light Blue, Black, Dark Grey, Grey, Brown",https://www.na-kd.com/en/products/wide-high-waist-jeans-mid-blue-1100-007136-0116,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/nakd_high_waist_wide_jeans-1100-007136-0116_8602-1_1.jpg?ref=2A43E459D9"
1-1100-011978-0002,Belted Wrap Top,49.95,,Black,,,"Black, Light Beige, Green",https://www.na-kd.com/en/products/belted-wrap-top-black-1100-011978-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/belted_wrap_top-1100-011978-0002_0003.jpg?ref=64FF2A5266"
1-1100-011668-0005,Sculptured Tailored Vest,75.95,,Beige,,,"Beige, Black",https://www.na-kd.com/en/products/sculptured-tailored-vest-beige-1100-011668-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/_ninovaa_1100-011668-0005_social_1.jpg?ref=496BCC0C5E"
1-1100-011704-0001,Cable Knitted V-Neck Sweater,39.95,,White,,,Offwhite,https://www.na-kd.com/en/products/cable-knitted-v-neck-sweater-offwhite-1100-011704-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/cable_knitted_v-neck_sweater_1100-011704-0001_1_curated.jpg?ref=E639C754D7"
1-1100-007136-0002,Wide High Waist Jeans,59.95,,Black,,,"Black, Dark Blue, White, Light Blue, Mid Blue, Dark Grey, Grey, Brown",https://www.na-kd.com/en/products/wide-high-waist-jeans-black-1100-007136-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/emmaaavo_1100-007136-0002_social.jpg?ref=43AB4D0FB7"
1-1100-011470-0146,Mini Suede Crossbody Tote,59.95,,Tan,,,Brown,https://www.na-kd.com/en/products/mini-suede-crossbody-tote-tan-1100-011470-0146,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mini_suede_crossbody_tote-1100-011470-0146_0040_creative.jpg?ref=2F76D9481E"
1-1100-007847-0017,Short Scarf Detailed Coat,99.95,,Brown,,,"Brown, Black, Burgundy, Offwhite",https://www.na-kd.com/en/products/short-scarf-detailed-coat-brown-1100-007847-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/angelickpicture_1100-007847-0017_social2.jpg?ref=CAD96B3A0E"
1-1018-009031-0002,Maxi Oversized Blazer,85.95,,Black,,,"Black, Grey, Navy, Brown",https://www.na-kd.com/en/products/heavy-oversized-blazer-black-1018-009031-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/maxi_oversized_blazer-1018-009031-0002_0064.jpg?ref=4B32401A9C"
1-1100-012090-0017,Knitted Wool Scarf Detail Top,75.95,,Brown,,,"Brown, Dark Grey",https://www.na-kd.com/en/products/knitted-wool-scarf-detail-top-brown-1100-012090-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_wool_scarf_detail_top_1100-012090-0017_0025_flatlayf_1.jpg?ref=2F70B1C418"
1-1100-011764-0260,Pleated Puff Sleeve Top,39.95,,Offwhite,,,"Offwhite, Light Blue, Black, Yellow",https://www.na-kd.com/en/products/pleated-puff-sleeve-top-offwhite-1100-011764-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/pleated_puff_sleeve_top-1100-011764-0260_0006.jpg?ref=39E79683AC"
1-1856-000018-0801,Crochet Mini Dress,59.95,,Raspberry,Emrata x NA-KD,,"Red, Light Beige",https://www.na-kd.com/en/products/crochet-mini-dress-red-1856-000018-0801,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/crochet_mini_dress_1856-000018-0801_2_campaign.jpg?ref=67E0147819"
1-1594-000563-0002,Recycled Oversized Double Breasted Blazer,95.95,,Black,,,"Black, Brown, Dark Grey, Olive Green",https://www.na-kd.com/en/products/recycled-oversized-double-breasted-blazer-black-1594-000563-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/thammysalcedo1_1594-000563-0002_social.jpg?ref=B76BF8E926"
1-1812-000962-0001,Contrast Detail Top,39.95,,White,,,"White, Black",https://www.na-kd.com/en/products/contrast-detail-top-white-1812-000962-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/juliaiancu_1812-000962-0001_social.jpg?ref=664C8E45AB"
1-1100-012260-0017,V-Neck Tee,25.95,,Brown,,,"Brown, Black, White, Khaki Green",https://www.na-kd.com/en/products/v-neck-tee-brown-1100-012260-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/v-neck_tee-1100-012260-0017_0013.jpg?ref=56912B6572"
1-1100-010084-0594,Fluffy Blazer,95.95,,Mauve,,,"Light Taupe, Grey, Light Taupe",https://www.na-kd.com/en/products/fluffy-blazer-mauve-1100-010084-0594,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fluffy_blazer-1100-010084-0594_0006.jpg?ref=FD172F472C"
1-1100-011991-0002,Suede Handbag,95.95,,Black,,,"Black, Brown, Khaki Green",https://www.na-kd.com/en/products/suede-handbag-black-1100-011991-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/1100-011991-0002_campaign.jpg?ref=0DF90869D2"
1-1100-011728-9901,Leather Pumps,109.95,,Dalmatian Print,,,"Dotted, Black",https://www.na-kd.com/en/products/leather-pumps-dalmatian-print-1100-011728-9901,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/leather_pumps_1100-011728-9901_curated.jpg?ref=1351FD4CDA"
1-1100-012090-0366,Knitted Wool Scarf Detail Top,75.95,,Dark Grey,,,"Dark Grey, Brown",https://www.na-kd.com/en/products/knitted-wool-scarf-detail-top-dark-grey-1100-012090-0366,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_wool_scarf_detail_top_1100-012090-0366.jpg?ref=0BB52FC297"
1-1100-012083-0212,Squared Handbag,39.95,,Burgundy,,,"Burgundy, Brown, Brown",https://www.na-kd.com/en/products/squared-handbag-burgundy-1100-012083-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/squared_handbag_1100-012083-0212_0106_flatlay.jpg?ref=3A661D6EA3"
1-1100-011990-0002,Fold Detail Tote Bag,59.95,,Black,,,Black,https://www.na-kd.com/en/products/fold-detail-tote-bag-black-1100-011990-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fold_detail_tote_bag-1100-011990-0002_0018_studio.jpg?ref=3CE57559EC"
1-1100-011576-0050,Cotton Bandeau Ruched Midi Dress,59.95,,Stripe,,,"Stripe, Black, Brown",https://www.na-kd.com/en/products/cotton-bandeau-ruched-midi-dress-stripe-1100-011576-0050,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lisaalexandra_1100-011576-0050_social_1.jpg?ref=DB9308F7C1"
1-1812-001011-0259,Printed Linen Blend Shirt,59.95,,Print,Moa Mattsson x NA-KD,,Multicolor,https://www.na-kd.com/en/products/printed-linen-blend-shirt-print-1812-001011-0259,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/printed_linen_blend_shirt_1812-001011-0259_4_campaign.jpg?ref=DEA269D244"
1-1100-012210-0002,Deep Back Long Sleeve Top,39.95,,Black,,,"Black, Offwhite, Light Taupe",https://www.na-kd.com/en/products/deep-back-long-sleeve-top-black-1100-012210-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/deep_back_long_sleeve_top_1100-012210-0002_curated_1.jpg?ref=805A6458E6"
1-1100-011853-0614,Knitted Sculptural Cardigan,49.95,,Rose Brown,,,"Purple, Black",https://www.na-kd.com/en/products/knitted-sculptural-cardigan-rose-brown-1100-011853-0614,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_sculptural_cardigan-1100-011853-0614_0615_campaign.jpg?ref=5C581554B1"
1-1100-011674-0002,Fitted Round Neck Blazer,85.95,,Black,Cecilie Haugaard x NA-KD,,"Black, Offwhite, Beige",https://www.na-kd.com/en/products/fitted-round-neck-blazer-black-1100-011674-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/signe_lindholm_1100-011674-0002_social.jpg?ref=07F3AE1EF3"
1-1100-009680-0002,Flared Mid Waist Suit Pants,49.95,,Black,,,"Black, Brown, Light Taupe",https://www.na-kd.com/en/products/flared-mid-waist-suit-pants-black-1100-009680-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/emmaaavo__1100-009680-0002_social_1.jpg?ref=262E11ACAE"
1-1100-012045-0002,Deep v-shape Body,39.95,,Black,,,Black,https://www.na-kd.com/en/products/deep-v-shape-body-black-1100-012045-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/deep_v-shape_body_1100-012045-0002_0046.jpg?ref=E0EAC66FAF"
1-1100-010036-0123,Ribbed Tank,17.95,,Light Grey Melange,,,"Light Grey, White, Black, Orange, Light Yellow, Navy, Khaki Green, Green",https://www.na-kd.com/en/products/ribbed-tank-light-grey-melange-1100-010036-0123,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/gr.valentinne_1100-010036-0123_social.jpg?ref=49428657FF"
1-1100-012418-0002,Lace Flowy Maxi Skirt,49.95,,Black,,,"Black, Burgundy",https://www.na-kd.com/en/products/lace-flowy-maxi-skirt-black-1100-012418-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_flowy_maxi_skirt_1100-012418-0002_0036_studio2.jpg?ref=5A496C7086"
1-1100-009617-0018,Folded Sleeve Knitted Sweater,39.95,,Navy,,,"Navy, Black, Grey, Beige, Offwhite, Light Blue, Grey",https://www.na-kd.com/en/products/folded-sleeve-knitted-sweater-blue-1100-009617-0018,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/folded_sleeve_knitted_sweater_1100-009617-001826804.jpg?ref=E0B9B5092F"
1-1100-011764-0047,Pleated Puff Sleeve Top,39.95,,Light Blue,,,"Light Blue, Offwhite, Black, Yellow",https://www.na-kd.com/en/products/pleated-puff-sleeve-top-light-blue-1100-011764-0047,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-011764-0047_social.jpg?ref=29E7206DB3"
1-1100-011685-0212,Fine Knitted Cardigan,39.95,,Burgundy,,,"Burgundy, Brown, Black, Offwhite",https://www.na-kd.com/en/products/fine-knitted-cardigan-burgundy-1100-011685-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fine_knitted_cardigan-1100-011685-0212_0038.jpg?ref=2FF19FC2CE"
1-1812-001012-0259,Printed Linen Blend Pants,59.95,,Print,Moa Mattsson x NA-KD,,Multicolor,https://www.na-kd.com/en/products/printed-linen-blend-pants-print-1812-001012-0259,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/printed_linen_blend_pants__1812-001012-0259_12_campaign.jpg?ref=BD484C927F"
1-1100-007181-0047,Straight Mid Waist Jeans,59.95,,Light Blue,,,"Light Blue, Dark Grey, Light Blue, Dark Blue, Mid Blue, White, Black, Dark Blue",https://www.na-kd.com/en/products/straight-mid-waist-jeans-light-blue-1100-007181-0047,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/sara_yaben_1100-007181-0047_social.jpeg?ref=05E0B648D7"
1-1794-000085-0005,Strap Sandal,49.95,,Beige,Lydia Tomlinson x NA-KD,,"Beige, Black",https://www.na-kd.com/en/products/strap-sandal-beige-1794-000085-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/strap_sandal_1794-000085-0005.jpg?ref=73B3160AD9"
1-1100-011566-0017,Linen Blend Mini Shirt Dress,75.95,,Brown,,,"Brown, Beige",https://www.na-kd.com/en/products/linen-blend-mini-shirt-dress-brown-1100-011566-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/linen_blend_mini_shirt_dress-1100-011566-0017_0019.jpg?ref=5D73CAC676"
1-1100-007788-0061,Checkered Scarf,39.95,,Multicolor,,,"Checkered / Multicolor, Checkered / Blue, Checkered / Red, Checkered / Beige",https://www.na-kd.com/en/products/checkered-scarf-multicolor-1100-007788-0061,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/checkered_scarf-1100-007788-0061_3068.jpg?ref=2A06D39F1C"
1-1100-007221-0018,Wool Turtle Neck Sweater,99.95,,Navy,,,"Navy, Grey, Beige, Offwhite",https://www.na-kd.com/en/products/wool-turtle-neck-sweater-navy-1100-007221-0018,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wool_turtle_neck_sweater-1100-007221-0018_editorial_2.jpg?ref=8689836A05"
1-1100-010295-0260,Soft Line Round Neck Short Sleeve Top,19.95,,Offwhite,,,"Offwhite, Black, Light Grey",https://www.na-kd.com/en/products/soft-line-round-neck-short-sleeve-top-offwhite-1100-010295-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_line_round_neck_short_sleeve_top_1100-010295-026019197.jpg?ref=4A08E4019E"
1-1100-011068-0017,Knitted Short Sleeve Sweater,39.95,,Brown,,,"Brown, Light Grey, Light Blue, Offwhite, Beige",https://www.na-kd.com/en/products/knitted-short-sleeve-sweater-brown-1100-011068-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_short_sleeve_sweater_1100-011068-0017_0052.jpg?ref=4FDD9C2E3E"
1-1100-009828-0001,Straight High Waist Jeans,59.95,,White,,,"White, Dark Blue, Black, Dark Blue, Blue, Grey, Mid Blue",https://www.na-kd.com/en/products/straight-high-waist-jeans-white-1100-009828-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/alexiiak_1100-009828-0001_social.jpg?ref=8399D901FC"
1-1017-002143-0212,Satin Maxi Skirt,59.95,,Burgundy,,,"Burgundy, Light Beige, Black, Offwhite, Light Yellow",https://www.na-kd.com/en/products/mid-waist-maxi-satin-skirt-burgundy-1017-002143-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mid_waist_maxi_satin_skirt_1017-002143-02127750.jpg?ref=C8D6960092"
1-1100-011952-0002,Lace V Neck Blouse,49.95,,Black,,,"Black, Brown",https://www.na-kd.com/en/products/lace-v-neck-blouse-black-1100-011952-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_v-neck_blouse-1100-011952-0002_0057.jpg?ref=6E69D99964"
1-1100-010072-0491,Wide Leg High Waist Loose Pants,59.95,,Black/White Stripe,,,"Stripe, Stripe, Light Taupe",https://www.na-kd.com/en/products/high-waist-striped-pants-stripe-1100-010072-0491,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/high_waist_striped_pants-1100-010072-0491_11532.jpg?ref=F640FBA1C3"
1-1100-007689-0001,Striped Oversized Shirt,55.95,,White,,,"White, Stripe / Blue, Stripe / Light Blue, Stripe / Beige",https://www.na-kd.com/en/products/wide-sleeve-oversized-shirt-white-1100-007689-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_cotton_shirt_1100-007689-0001_2.jpg?ref=5CD624F819"
1-1017-002143-0260,Satin Maxi Skirt,59.95,,Offwhite,,,"Offwhite, Light Beige, Black, Burgundy, Light Yellow",https://www.na-kd.com/en/products/mid-waist-maxi-satin-skirt-offwhite-1017-002143-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/satin_maxi_skirt-1017-002143-0260_12476.jpg?ref=2D61008817"
1-1100-011638-0017,Maxi Pleated Skirt,49.95,,Brown,,,"Brown, Black, Burgundy",https://www.na-kd.com/en/products/maxi-pleated-skirt-brown-1100-011638-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/angelickpicture_1100-011638-0017_2_social2.jpg?ref=4449C82026"
1-1100-010313-0017,Lace Maxi Skirt,39.95,,Brown,,,"Brown, Black, Burgundy, White, Light Blue",https://www.na-kd.com/en/products/lace-maxi-skirt-brown-1100-010313-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_maxi_skirt_1100-010313-0017_curated.jpg?ref=C7B3BD54F3"
1-1100-010122-0002,Long Sleeve Lace Top,29.95,,Black,,,Black,https://www.na-kd.com/en/products/long-sleeve-lace-top-black-1100-010122-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/long_sleeve_lace_top_1100-010122-000221956.jpg?ref=F1A741A32A"
1-1858-000008-7733,Checked High Slit Maxi Dress,85.95,,Checked,Emmanuelle Koffi x NA-KD,,Checkered / Brown,https://www.na-kd.com/en/products/checked-high-slit-maxi-dress-checked-1858-000008-7733,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/checked_high_slit_maxi_dress_1858-000008-7733_3_campaign.jpg?ref=A9913C1DCE"
1-1100-011305-0004,Thong Heels,59.95,,Red,,,"Red, Black",https://www.na-kd.com/en/products/thong-heels-red-1100-011305-0004,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/roseandmusc_1100-011305-0004_social.jpg?ref=E17D64C17B"
