product_id,name,price,currency,variant,brand,category,available_colors,url,image_url
1-1100-009899-0005,Fine Knitted Maxi Dress,85.95,,Beige,,,"Light Beige, Dark Grey",https://www.na-kd.com/en/products/fine-knitted-maxi-dress-beige-1100-009899-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fine_knitted_maxi_dress_1100-009899-0005_28819.jpg?ref=A3E45E6F1A"
1-1100-010691-0002,Leather Slouchy Handbag,95.95,,Black,Camelia Farhoodi x NA-KD,,Black,https://www.na-kd.com/en/products/leather-slouchy-handbag-black-1100-010691-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/carolineeserup_1100-010691-0002_social.jpg?ref=17D7168261"
1-1100-010983-0212,Squared Toe Leather Ballerina,85.95,,Burgundy,,,Burgundy,https://www.na-kd.com/en/products/squared-toe-leather-ballerina-burgundy-1100-010983-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/squared_toe_leather_ballerina_1100-010983-021218668_flatlay-copy_flatlay_1.jpg?ref=29702FEA78"
1-1812-000910-9902,Jaqcuard Cardigan,95.95,,Burgundy Print,Olivia TPS x NA-KD,,Multicolor,https://www.na-kd.com/en/products/jaqcuard-cardigan-burgundy-print-1812-000910-9902,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_jaqcuard_cardigan_1812-000910-9902_2_campaign.jpg?ref=2360AF261C"
1-1100-007181-9725,Straight Mid Waist Jeans,59.95,,Blue/Light Blue,,,"Light Blue, Dark Grey, Dark Blue, Mid Blue, White, Light Blue, Black, Dark Blue",https://www.na-kd.com/en/products/straight-mid-waist-jeans-bluelight-blue-1100-007181-9725,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/emmaaavo__1100-007181-9725_social_1.jpg?ref=B914DD97C2"
1-1100-011325-0017,Faux Suede Jacket,99.95,,Brown,,,Brown,https://www.na-kd.com/en/products/faux-suede-jacket-brown-1100-011325-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/faux_suede_jacket_brown_1100-011325-0017_12.jpg?ref=7AD5711988"
1-1100-011891-0005,Knitted Scarf Detail Sweater,59.95,,Beige,,,"Beige, Dark Grey, Brown",https://www.na-kd.com/en/products/knitted-scarf-detail-sweater-beige-1100-011891-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_scarf_detail_sweater-1100-011891-0005_0599_campaign.jpg?ref=D1C986B9FF"
1-1100-011852-0005,Knitted Flowy Maxi Skirt,59.95,,Beige,,,"Beige, Burgundy",https://www.na-kd.com/en/products/knitted-flowy-maxi-skirt-beige-1100-011852-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_flowy_maxi_skirt_1100-011852-0005_curated.jpg?ref=682682FB32"
1-1100-010450-0765,Pleated Mini Dress,49.95,,Dark Brown,,,"Brown, Black, Light Green, Brown",https://www.na-kd.com/en/products/pleated-mini-dress-dark-brown-1100-010450-0765,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/alvasperle_1100-010450-0765_2_social.jpg?ref=3B37AE2CCF"
1-1100-010159-0002,Twist Back Top,29.95,,Black,,,"Black, White",https://www.na-kd.com/en/products/twist-back-top-black-1100-010159-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oliviaekerot_1100-010159-0002_social.jpg?ref=88CBFD820F"
1-1100-010056-0002,Twist Off Shoulder Top,29.95,,Black,,,"Black, Dotted, Dotted / Black, White, Brown",https://www.na-kd.com/en/products/twist-off-shoulder-top-black-1100-010056-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/twist_off_shoulder_top_1100-010056-000213316.jpg?ref=C89A58C6B2"
1-1100-011975-0002,Open Back Tie Top,29.95,,Black,,,"Black, White",https://www.na-kd.com/en/products/open-back-tie-top-black-1100-011975-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/open_back_tie_top_1100-011975-0002_0055.jpg?ref=C24CFFF207"
1-1100-011230-0017,Suede Belt,35.95,,Brown,,,"Brown, Khaki Green",https://www.na-kd.com/en/products/suede-belt-brown-1100-011230-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-011230-0017_1_social.jpg?ref=B79A47E621"
1-1100-007181-0038,Straight Mid Waist Jeans,59.95,,Dark Blue,,,"Dark Blue, Dark Grey, Light Blue, Mid Blue, White, Light Blue, Black, Dark Blue",https://www.na-kd.com/en/products/straight-mid-waist-jeans-dark-blue-1100-007181-0038,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/straight_mid_waist_jeans-1100-007181-0038_0035.jpg?ref=0941E02BC6"
1-1100-012091-0018,Knitted Wool Short Sleeve High Neck Top,59.95,,Navy,,,"Navy, Offwhite, Brown",https://www.na-kd.com/en/products/knitted-wool-short-sleeve-high-neck-top-navy-1100-012091-0018,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_wool_short_sleeve_high_neck_top-1100-012091-0018_0038.jpg?ref=6735A27DA9"
1-1100-010790-0002,Wide Leg Mid Waist Suit Pants,75.95,,Black,,,"Black, Dark Grey, Light Grey",https://www.na-kd.com/en/products/wide-leg-mid-waist-suit-pants-black-1100-010790-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/nlmarilyn_1100-010790-0002_social_1.jpg?ref=D087503AF2"
1-1100-011451-0002,Linen Blend Kaftan Wrap Mini Dress,75.95,,Black,,,"Black, Light Beige",https://www.na-kd.com/en/products/linen-blend-kaftan-wrap-mini-dress-black-1100-011451-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/linen_blend_kaftan_wrap_mini_dress_1100-011451-0002_0047.jpg?ref=EF9BA740C6"
1-1100-008185-0212,Oversized Blazer With Wide Sleeves,95.95,,Burgundy,,,"Burgundy, Dark Brown, Offwhite, Beige, Black",https://www.na-kd.com/en/products/oversized-blazer-with-wide-sleeves-burgundy-1100-008185-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_blazer_with_wide_sleeves_1100-008185-0212_2_curated.jpg?ref=0920A5CDDA"
1-1100-011899-0002,Oversized Stitch Detailed Knitted Sweater,55.95,,Black,,,"Black, Brown",https://www.na-kd.com/en/products/oversized-stitch-detailed-knitted-sweater-black-1100-011899-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_stitch_detailed_knitted_sweater-1100-011899-0002_0058.jpg?ref=71904F113E"
1-1100-011676-0008,Tailored Sleeveless Mini Dress,75.95,,Grey,,,"Grey, Black",https://www.na-kd.com/en/products/tailored-sleeveless-mini-dress-grey-1100-011676-0008,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tailored_sleevless_mini_dress-1100-011676-0008_0576_campaign.jpg?ref=A9F4F83ABC"
1-1100-011213-0002,Linen Blend Vest Mini Dress,59.95,,Black,,,"Black, Offwhite",https://www.na-kd.com/en/products/linen-blend-vest-mini-dress-black-1100-011213-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/linen_blend_vest_mini_dress-1100-011213-0002_1758.jpg?ref=E350D4D47E"
1-1100-011797-0017,Knitted High Neck Cardigan,49.95,,Brown,,,"Brown, Dark Grey, Pink",https://www.na-kd.com/en/products/knitted-high-neck-cardigan-brown-1100-011797-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wefelicia_1100-011797-0017_1_social.jpg?ref=114645BADD"
1-1018-010216-0017,Wide High Waist Suit Pants,59.95,,Brown,,,"Brown, Black, White, Grey, Navy",https://www.na-kd.com/en/products/wide-high-waist-suit-pants-brown-1018-010216-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wide_high_waist_suit_pants-1018-010216-0017_0509.jpg?ref=8FDF90C8E9"
1-1100-007181-0116,Straight Mid Waist Jeans,59.95,,Mid Blue,,,"Mid Blue, Dark Grey, Light Blue, Dark Blue, White, Light Blue, Black, Dark Blue",https://www.na-kd.com/en/products/loose-mid-waist-jeans-mid-blue-1100-007181-0116,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/charlottebridgeman_1100-007181-0116_social2-1.jpg?ref=98015E4952"
1-1100-011383-0260,Soft Line Turtle Neck Top,25.95,,Offwhite,,,"Offwhite, Black, Brown",https://www.na-kd.com/en/products/soft-line-turtle-neck-top-offwhite-1100-011383-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/fabianacristinx_1100-011383-0260_social.jpg?ref=E4564EB046"
1-1100-007433-0140,Double Breasted Trenchcoat,129.95,,Light Beige,,,"Light Beige, Black",https://www.na-kd.com/en/products/double-breasted-trenchcoat-light-beige-1100-007433-0140,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/streetsophisticato_1100-007433-0140_social.jpg?ref=F1719C339D"
1-1100-010652-0008,Pu Jacket,99.95,,Grey,,,Grey,https://www.na-kd.com/en/products/pu-jacket-grey-1100-010652-0008,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/majaweyhe_1100-010652-0008_social_3.jpg?ref=91E110310A"
1-1100-010018-0260,Soft Line Funnel Neck Long Sleeve Top,25.95,,Offwhite,,,"Offwhite, Black",https://www.na-kd.com/en/products/soft-line-funnel-neck-long-sleeve-top-offwhite-1100-010018-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_line_funnel_neck_long_sleeve_top_1100-010018-0260soft_line13549.jpg?ref=53701C3646"
1-1100-009862-0765,Faux Suede Zip Jacket,129.95,,Dark Brown,,,"Brown, Brown",https://www.na-kd.com/en/products/faux-suede-zip-jacket-dark-brown-1100-009862-0765,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/faux_suede_zip_jacket_1100-009862-0765_2_curated.jpg?ref=F7F38DBF3A"
1-1015-003826-9482,Soft Braided Tassle Scarf,35.95,,Deep Burgundy,,,"Burgundy, Light Beige, Brown, Black, White",https://www.na-kd.com/en/products/soft-braided-tassle-scarf-deep-burgundy-1015-003826-9482,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_braided_tassel_scarf-1015-003826-9482_0064.jpg?ref=EF54E98F66"
1-1100-012651-0002,Wide Wrap Belt,35.95,,Black,,,Black,https://www.na-kd.com/en/products/wide-wrap-belt-black-1100-012651-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wide_wrap_belt-1100-012651-0002_0005.jpg?ref=EC92A60B13"
1-1100-011069-0004,Anglais Tie Front Blouse,49.95,,Red,,,"Red, Yellow, White, Light Blue",https://www.na-kd.com/en/products/anglais-tie-front-blouse-red-1100-011069-0004,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/anglais_tie_front_blouse_1100-011069-0004_curated.jpg?ref=40062F53FB"
1-1100-011469-0002,Short Faux Leather Jacket,99.95,,Black,,,"Black, Burgundy, Brown",https://www.na-kd.com/en/products/short-pu-jacket-black-1100-011469-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/carolinesjensenn_1100-011469-0002_social.jpeg?ref=545EF3506D"
1-1100-011443-0002,Unlined Leather Ballerinas,75.95,,Black,,,"Black, Dark Beige",https://www.na-kd.com/en/products/unlined-leather-ballerinas-black-1100-011443-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/unlined_leather_ballerinas-1100-011443-0002_0054.jpg?ref=F30FE1CC21"
1-1100-010049-0002,Round Neck Fitted Mesh Top,25.95,,Black,,,"Black, Leopard, Multicolor",https://www.na-kd.com/en/products/round-neck-fitted-mesh-top-black-1100-010049-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/immegii_1100-010049-0002_social.jpg?ref=17F38B5DBA"
1-1858-000010-0212,Faux Suede Midi Skirt,75.95,,Burgundy,Emmanuelle Koffi x NA-KD,,Burgundy,https://www.na-kd.com/en/products/faux-suede-midi-skirt-burgundy-1858-000010-0212,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/faux_suede_midi_skirt_1858-000010-0212_5_campaign.jpg?ref=38CA61E3E3"
1-1100-011896-0002,Squared Toe Mules,75.95,,Black,,,Black,https://www.na-kd.com/en/products/squared-toe-mules-black-1100-011896-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/squared_toe_mules-1100-011896-0002_0579_campaign.jpg?ref=D32D10A809"
1-1781-000027-0001,Ripped Detail Denim Shirt,75.95,,White,Sofi Fahrman Engelbert x NA-KD,,Offwhite,https://www.na-kd.com/en/products/ripped-detail-denim-shirt-white-1781-000027-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/ripped_detail_denim_shirt_1781-000027-0001_0943_campaign.jpg?ref=528B641751"
1-1100-011699-0516,Draped Cape Top,49.95,,Dot comb,,,"Dotted / Blue, Brown, Dotted / Black, Light Beige, Yellow, Dotted, Light Pink",https://www.na-kd.com/en/products/draped-cape-top-dot-comb-1100-011699-0516,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/bethanmccoy_1100-011699-0516_social_1.jpeg?ref=DE17065B94"
1-1100-009632-0017,Suede Kitten Heel Boots,189.95,,Brown,,,"Brown, Dark Brown, Dark Beige",https://www.na-kd.com/en/products/suede-kitten-heel-boots-brown-1100-009632-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/suede_kitten_heel_boots_1100-009632-0017_curated.jpg?ref=B00BDEE6A0"
1-1858-000012-0765,Belted Structured Mini Dress,75.95,,Dark Brown,Emmanuelle Koffi x NA-KD,,Brown,https://www.na-kd.com/en/products/belted-structured-mini-dress-brown-1858-000012-0765,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/belted_structured_mini_dress_1858-000012-0765_3_campaign.jpg?ref=B290E4E9A9"
1-1100-011706-0801,Embroidered Long Sleeve Blouse,59.95,,Raspberry,Shpresa x NA-KD,,"Burgundy, Brown",https://www.na-kd.com/en/products/embroidered-long-sleeve-blouse-raspberry-1100-011706-0801,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/embroidered_long_sleeve_blouse_1100-011706-0801_24_campaign.jpg?ref=7F4ED871BA"
1-1100-010292-0008,Belted Coat,129.95,,Grey,,,Grey,https://www.na-kd.com/en/products/belted-coat-grey-1100-010292-0008,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/belted_coat_1100-010292-00084359.jpg?ref=9BFBACB811"
1-1100-010458-0001,Tie Front Puff Shoulder Blouse,49.95,,White,Claire Rose x NA-KD,,"White, Black",https://www.na-kd.com/en/products/tie-front-puff-shoulder-blouse-white-1100-010458-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tie_front_puff_shoulder_blouse_1100-010458-0001_1_social.jpg?ref=6157D3CF17"
1-1100-011225-0260,Knitted Short Sleeve Cardigan,49.95,,Offwhite,,,"Offwhite, Grey, Navy, Light Pink, Beige",https://www.na-kd.com/en/products/knitted-short-sleeve-cardigan-offwhite-1100-011225-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/nessnlx_1100-011225-0260_social.jpg?ref=D9F439FDC5"
1-1100-011611-0657,Strappy Kitten Heels,59.95,,Snake,,,"Multicolor, Black, Offwhite",https://www.na-kd.com/en/products/strappy-kitten-heels-snake-1100-011611-0657,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/strappy_kitten_heels_1100-011611-0657_0007_flatlay.jpg?ref=FD0674317F"
1-1100-011751-0002,Wide Overlap Handbag,39.95,,Black,,,Black,https://www.na-kd.com/en/products/wide-overlap-handbag-black-1100-011751-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wide_overlap_handbag_1100-011751-0002_campaign_1.jpg?ref=210D17A6DB"
1-1100-011159-0017,Regular Blazer with Wide Sleeves,85.95,,Brown,,,"Brown, Black",https://www.na-kd.com/en/products/regular-blazer-with-wide-sleeves-brown-1100-011159-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mayaweyhe_1100-011159-0017_socials.jpg?ref=C5254CF32E"
1-1100-012010-5453,Knitted Sheer Flowy Maxi Skirt,49.95,,Light Mauve,,,Beige,https://www.na-kd.com/en/products/knitted-sheer-flowy-maxi-skirt-light-mauve-1100-012010-5453,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_sheer_flowy_maxi_skirt-1100-012010-5453_0585_campaign.jpg?ref=AD7A2F3E20"
1-1100-011178-0260,Button Flounce Top,39.95,,Offwhite,,,"Offwhite, Pink, Blue",https://www.na-kd.com/en/products/button-flounce-top-offwhite-1100-011178-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/button_flounce_top-1100-011178-0260_0048.jpg?ref=80400F4523"
1-1100-012091-0260,Knitted Wool Short Sleeve High Neck Top,59.95,,Offwhite,,,"Offwhite, Navy, Brown",https://www.na-kd.com/en/products/knitted-wool-short-sleeve-high-neck-top-offwhite-1100-012091-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_wool_short_sleeve_high_neck_top_1100-012091-0260_0035_flatlayf_1.jpg?ref=466CC067E6"
1-1594-000583-0086,Satin Midi Skirt,39.95,,Dark Green,,,"Dark Green, Brown, Black, Champagne, Orange, White, Blue, Dark Grey",https://www.na-kd.com/en/products/satin-midi-skirt-dark-green-1594-000583-0086,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/satin_midi_skirt_1594-000583-0086_curated.jpg?ref=89C9D49266"
1-1100-007227-0018,Oversized Short Coat,95.95,,Navy,,,"Navy, Black, Khaki Green, Beige",https://www.na-kd.com/en/products/short-coat-navy-1100-007227-0018,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/short_coat_1100-007227-0018_1_curated.jpg?ref=715447343E"
1-1100-007136-0047,Wide High Waist Jeans,59.95,,Light Blue,,,"Light Blue, Dark Blue, White, Mid Blue, Black, Dark Grey, Grey, Brown",https://www.na-kd.com/en/products/wide-high-waist-jeans-light-blue-1100-007136-0047,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/sarabiderman_1100-007136-0047_social1.jpg?ref=DA998EC36D"
1-1794-000081-0002,Cotton Puff Sleeve Maxi Dress,85.95,,Black,Lydia Tomlinson x NA-KD,,"Black, Beige",https://www.na-kd.com/en/products/cotton-puff-sleeve-maxi-dress-black-1794-000081-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/cotton_puff_sleeve_maxi_dress_1794-000081-0002_4.jpg?ref=0A77092BD3"
1-1100-011956-0002,Structured Cape Top,35.95,,Black,,,"Black, Brown",https://www.na-kd.com/en/products/structured-cape-top-black-1100-011956-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/structured_cape_top-1100-011956-0002_0016_studio.jpg?ref=95901D2783"
1-1100-011868-0017,Squared Cut Kitten Heels,75.95,,Brown,,,Brown,https://www.na-kd.com/en/products/squared-cut-kitten-heels-brown-1100-011868-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/squared_cut_kitten_heels_1100-011868-0017_0007_flatlay.jpg?ref=B67F2E757D"
1-1100-009617-0005,Folded Sleeve Knitted Sweater,39.95,,Beige,,,"Beige, Black, Grey, Navy, Offwhite, Light Blue, Grey",https://www.na-kd.com/en/products/folded-sleeve-knitted-sweater-beige-1100-009617-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/angelickpicture_1100-009617-0005_social2.jpg?ref=B65AEDEBE4"
1-1100-010057-0002,Off Shoulder Jersey Top,25.95,,Black,,,"Black, Navy, Offwhite, Red, Brown, Light Blue",https://www.na-kd.com/en/products/off-shoulder-jersey-top-black-1100-010057-0002,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/angelickpicture_off_shoulder_jersey_top_1100-010057-0002_1_social.jpg?ref=0B47001084"
1-1100-007471-0001,Underwired Lace Bra,19.95,,White,,,"White, Black, Red, Dark Red",https://www.na-kd.com/en/products/underwired-lace-bra-white-1100-007471-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/underwire_lace_bra_1100-007471-0001_0052.jpg?ref=1D2145C118"
1-1100-011951-0241,Slip Lace Maxi Dress,75.95,,Light Brown,,,"Brown, Light Beige",https://www.na-kd.com/en/products/slip-lace-maxi-dress-light-brown-1100-011951-0241,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/slip_lace_maxi_dress_1100-011951-0241_curated.jpg?ref=FF90DDE4D1"
1-1100-010505-0013,Swirl Earrings,25.95,,Gold,,,Gold,https://www.na-kd.com/en/products/swirl-earrings-gold-1100-010505-0013,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/swirl_earrings-1100-010505-0013_12156.jpg?ref=ACA5989AF6"
1-1018-010218-0001,Regular Blazer,85.95,,White,,,"White, Grey, Navy, Black",https://www.na-kd.com/en/products/heavy-regular-blazer-white-1018-010218-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/victoriaxbel_1018-010218-0001_social.jpg?ref=373AC40E36"
1-1100-012210-0001,Deep Back Long Sleeve Top,39.95,,White,,,"Offwhite, Black, Light Taupe",https://www.na-kd.com/en/products/deep-back-long-sleeve-top-white-1100-012210-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/deep_back_long_sleeve_top_1100-012210-0001_0022.jpg?ref=CA33CB1735"
1-1100-011859-0005,Rounded Sleeve Trenchcoat,109.95,,Beige,Shpresa x NA-KD,,Beige,https://www.na-kd.com/en/products/rounded-sleeve-trenchcoat-beige-1100-011859-0005,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/rounded_sleeve_trenchcoat_1100-011859-0005_24_campaign.jpg?ref=B1CEE1AAC7"
1-1100-007119-0001,Structured Flowy Belted Blouse,45.95,,White,,,"White, Black",https://www.na-kd.com/en/products/structured-flowy-belted-blouse-white-1100-007119-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/victoriaxbel_1100-007119-0001_1_social.jpg?ref=EF09068A96"
1-1100-010036-0001,Ribbed Tank,17.95,,White,,,"White, Light Grey, Black, Orange, Light Yellow, Navy, Khaki Green, Green",https://www.na-kd.com/en/products/ribbed-tank-white-1100-010036-0001,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/nazleeshkri_1100-010036-0001_1_socialjpg.jpg?ref=11DF406465"
1-1100-011568-0260,Squared Toe Bow Ballerinas,49.95,,Offwhite,,,"Offwhite, Black, Brown, Khaki Green",https://www.na-kd.com/en/products/squared-toe-bow-ballerinas-offwhite-1100-011568-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/squared_toe_bow_ballerina-1100-011568-0260_2527.jpg?ref=04627B250A"
1-1100-011138-0260,Knitted Pointelle Short Sleeve Top,39.95,,Offwhite,,,"Offwhite, Light Yellow, Orange",https://www.na-kd.com/en/products/knitted-pointelle-short-sleeve-top-offwhite-1100-011138-0260,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_pointelle_short_sleeve_top-1100-011138-0260_0037.jpg?ref=411ED91699"
1-1100-009874-0017,Sheer Plisse Skirt Slip Dress,85.95,,Brown,,,"Brown, Light Yellow, Navy",https://www.na-kd.com/en/products/sheer-plisse-skirt-slip-dress-brown-1100-009874-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/elisa_kulcsar_1100-009874-0017_social.jpg?ref=9C847423AC"
1-1100-008317-9031,Tailored Mid Waist Suit Pants,49.95,,Greige,,,"Grey, Green, Black, Brown, Blue, Pink, Beige",https://www.na-kd.com/en/products/tailored-mid-waist-suit-pants-greige-1100-008317-9031,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tailored_mid_waist_suit_pants_1100-008317-9031_curated.jpg?ref=1C74C13C33"
1-1100-012369-0010,Draped Shoulder Mini Dress,49.95,,Green,,,"Beige, Brown",https://www.na-kd.com/en/products/draped-shoulder-mini-dress-green-1100-012369-0010,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/draped_shoulder_mini_dress_1100-012369-0010_curated.jpg?ref=51F126E75F"
1-1100-010979-0140,Soft Belted Trenchcoat,109.95,,Light Beige,,,"Light Beige, Light Taupe",https://www.na-kd.com/en/products/soft-belted-trenchcoat-light-beige-1100-010979-0140,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/soft_belted_trenchcoat_1100-010979-0140_curated.jpg?ref=FECB6E7337"
1-1100-008363-0017,Strappy Slingback Pumps,59.95,,Brown,,,"Brown, Black",https://www.na-kd.com/en/products/strappy-slingback-pumps-brown-1100-008363-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/strappy_slingback_pumps-1100-008363-0017_0052_studio.jpg?ref=34AFB31317"
1-1594-000771-0017,Oversized Blazer,95.95,,Brown,,,"Brown, Dark Grey, Beige, Grey",https://www.na-kd.com/en/products/oversized-melange-blazer-brown-1594-000771-0017,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_blazer_1594-000771-0017_0016.jpg?ref=46F21F1A4E"
1-1100-011592-0484,Lace Maxi Dress,75.95,,Aubergine,,,"Burgundy, Light Blue",https://www.na-kd.com/en/products/lace-maxi-dress-aubergine-1100-011592-0484,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/lace_maxi_dress-1100-011592-0484_0042.jpg?ref=C3846F5073"
1-1100-012091-0765,Knitted Wool Short Sleeve High Neck Top,59.95,,Dark Brown,,,"Brown, Navy, Offwhite",https://www.na-kd.com/en/products/knitted-wool-short-sleeve-high-neck-top-dark-brown-1100-012091-0765,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/knitted_wool_short_sleeve_high_neck_top_1100-012091-0765_2.jpg?ref=1B699AB939"
