product_id,name,current_price,original_price,discount,available_sizes,colors,availability,url,image_url
s21421_white-and-navy,8 Contrast Fold Over Wide Leg Pants,$32.00,$64.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21421_white-and-navy,https://edikted.com/cdn/shop/files/Eedikted_Lookbook_08_13_202511776.jpg?v=1755505359&width=600
s19551_gray-melange,Petite 06 Sweatpants,$30.40,$76.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19551_gray-melange,https://edikted.com/cdn/shop/files/Edikted_Lookbook_05_14_2025219837.jpg?v=1747580731&width=600
s20069_cream,Astrid Beaded Mini Skirt,$19.80,$66.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20069_cream,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_29_2025211731.jpg?v=1747212008&width=600
s15756_gray-melange,Raya Long Sleeve T Shirt,$22.00,$44.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s15756_gray-melange,https://edikted.com/cdn/shop/files/Edikted_12_12_20230559_23f41302-0db6-4b22-acd4-16339d8ace22.jpg?v=1727717510&width=600
s21338_black-and-gray,Moria Striped Fold Over Mini Skirt,$18.00,$36.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21338_black-and-gray,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20247765.jpg?v=1756129255&width=600
s18686_cream,Layered Bra Cowl Neck Top,$19.20,$48.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s18686_cream,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_14_2025202679.jpg?v=1745163400&width=600
s21315_gray-melange,So London Off Shoulder Top,$24.00,$48.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21315_gray-melange,https://edikted.com/cdn/shop/files/Edikted_dog_lookbook0394_1.jpg?v=1754395955&width=600
s13110_black,Petite Luna Faux Leather Flare Jeans,$28.80,$96.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s13110_black,https://edikted.com/cdn/shop/products/11-114925_3b30a7d5-b046-4879-9436-87c95ccc30e5.jpg?v=1668676230&width=600
s14947_dark-blue,Dalia Oversized Denim Jacket,$59.50,$119.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s14947_dark-blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_08_20234406.jpg?v=1714557568&width=600
s21337_black-and-gray,Moria Striped Halter Top,$18.00,$36.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21337_black-and-gray,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20247852.jpg?v=1756129282&width=600
s15183_red,Juno Corset,$28.80,$72.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s15183_red,https://edikted.com/cdn/shop/files/Edikted_lookbook_09_04_202466501_c590fc0c-ca25-4532-bb66-1a38420f6023.jpg?v=1726161863&width=600
s21515_dark-brown,Guilia Backless Long Sleeve Romper,$42.00,$84.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21515_dark-brown,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025276298.jpg?v=1754395646&width=600
s20180_mauve,Zelda Bead & Sequin Strapless Top,$22.20,$74.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20180_mauve,https://edikted.com/cdn/shop/files/d_16.jpg?v=1744727731&width=600
s20312_blue,Chantelle Keyhole Tank Top,$18.40,$46.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20312_blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20244414.jpg?v=1755178791&width=600
s21521_black-and-white,Beau Striped Ribbed Button Up Top,$27.00,$54.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21521_black-and-white,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025275893.jpg?v=1754395516&width=600
s19143_cream,Tamar Satin Effect Tank Top,$21.00,$42.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19143_cream,https://edikted.com/cdn/shop/files/s19143_cream_01.jpg?v=1752598581&width=600
s20513_cream,Zoee Twisted Textured Halter Top,$16.80,$42.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20513_cream,https://edikted.com/cdn/shop/files/Edikted_Lookbook_06_04_2025232978_6bef7593-d7d5-4ee0-99c0-05f292035958.jpg?v=1753687213&width=600
s14995_light-pink,80 Oversized T-Shirt,$24.00,$48.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s14995_light-pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025275008.jpg?v=1754394713&width=600
s20677_blue,Eleora Sequin Knit Tank Top,$13.80,$46.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20677_blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_06_04_2025234365copy.jpg?v=1750172333&width=600
s18343_blue,Stassie Studded Low Rise Jeans,$44.80,$112.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s18343_blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_11_05_2024109765_10060a05-174d-435a-b539-fe6a28a25a1a.jpg?v=1731174444&width=600
s20128_light-blue,Elaia Asymmetric Strapless Lace Mini Dress,$19.20,$64.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20128_light-blue,https://edikted.com/cdn/shop/files/ecom_1.jpg?v=1748529861&width=600
s19255_red,Studded Belt Denim Micro Shorts,$39.00,$78.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19255_red,https://edikted.com/cdn/shop/files/StuddedBeltDenimMicroShorts.jpg?v=1746749280&width=600
s17421_red,Hollie Button Up Cardigan,$31.20,$78.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17421_red,https://edikted.com/cdn/shop/files/12123123.jpg?v=1726038934&width=600
s20890_black,Asymmetric Lacey Satin Effect Mini Dress,$34.00,$68.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20890_black,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20246594.jpg?v=1756503051&width=600
s19759_white,Karin Cut Out Ribbed Tank Top,$17.60,$44.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19759_white,https://edikted.com/cdn/shop/files/Karin-Cut-Out-Ribbed-Tank-Top.jpg?v=1747754511&width=600
s17972_light-pink,Kyrah Oversized Knit Sweater,$31.20,$78.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17972_light-pink,https://edikted.com/cdn/shop/files/1_ea947c58-fd8f-4a35-a7aa-afc5d977de09.jpg?v=1738236913&width=600
s17695_blue-washed,Skater Girl Washed Low Rise Jeans,$53.00,$106.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17695_blue-washed,https://edikted.com/cdn/shop/files/Edikted_lookbook_09_04_202465647_128bbb32-96f0-4c6a-bdbe-ec6f02bb10b0.jpg?v=1725806653&width=600
s17268_white,Built In Bra Waffle Tube Top,$11.40,$38.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17268_white,https://edikted.com/cdn/shop/files/Edikted_Lookbook_05_12_202423776.jpg?v=1719221631&width=600
s19464_light-pink,Halsey Ruffle Tank Top,$19.20,$48.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19464_light-pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_01_2025200934.jpg?v=1744289736&width=600
s19716_white,Dora Eyelet Flared Mini Skirt,$14.40,$48.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19716_white,https://edikted.com/cdn/shop/files/Edikted_Lookbook_03_31_2025194408_76c99f2b-4f3f-4666-9932-e2a52ffe4565.jpg?v=1744034333&width=600
s18958_light-pink,Michaela Off Shoulder Knit Top,$24.00,$48.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s18958_light-pink,https://edikted.com/cdn/shop/files/Michaela-Off-Shoulder-Knit-Top.jpg?v=1747753370&width=600
s20984_brown,Bettie Contrast Gingham Tank Top,$24.00,$48.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20984_brown,https://edikted.com/cdn/shop/files/Eedikted_Lookbook_08_13_202511346.jpg?v=1756047984&width=600
s12139_light-blue,Rylin Low-Rise Denim Shorts,$31.20,$78.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s12139_light-blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_09_18_202476827.jpg?v=1728952558&width=600
s21643_black-washed,Oversized Mud Wash Low Rise Jeans,$64.00,$128.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21643_black-washed,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_04_20250363_c4a97f21-6008-4517-bc77-3a1608a3b1b3.jpg?v=1756128701&width=600
s21300_black-and-white,Amanda Striped Off Shoulder Top,$10.80,$36.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21300_black-and-white,https://edikted.com/cdn/shop/files/Edikted_lookbook_07_01_2025267521copy.jpg?v=1752753458&width=600
s19257_black,Liana Cut Out Tank Top,$26.00,$52.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19257_black,https://edikted.com/cdn/shop/files/Edikted_lookbook_01_07_2025136952.jpg?v=1736429230&width=600
s19097_burgundy,Dinah Denim Micro Shorts,$32.00,$64.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19097_burgundy,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_04_20253650_b6d43b0a-a1f9-4020-81e4-79ac974cf71a.jpg?v=1756048608&width=600
s14833_brown,Mori Oversized Faux Leather Jacket,$59.20,$148.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s14833_brown,https://edikted.com/cdn/shop/files/Edikted_Lookbook_10_09_202497875_635ae3cd-10a9-49d9-b1c0-716fa8e42651.jpg?v=1728956350&width=600
s21530_light-blue,Dutton Distressed Low Rise Jeans,$49.00,$98.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21530_light-blue,https://edikted.com/cdn/shop/files/Eedikted_Lookbook_08_13_202512861.jpg?v=1755505182&width=600
s12381_black,Basic Tube Top,$10.20,$34.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s12381_black,https://edikted.com/cdn/shop/files/Edikted_lookbook_07_26_20237168.jpg?v=1713711813&width=600
s20910_cream,Twyla Polka Dot Halter Top,$27.00,$54.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20910_cream,https://edikted.com/cdn/shop/files/acom_48.jpg?v=1756072647&width=600
s21181_brown,Ardella Oversized Faux Leather Jacket,$99.00,$198.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21181_brown,https://edikted.com/cdn/shop/files/7_4ff0b620-b84e-4ed8-ba11-11bf41bc7b2b.jpg?v=1757115728&width=600
s20584_white,Aida Backless Bubble Mini Dress,$38.00,$76.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20584_white,https://edikted.com/cdn/shop/files/Edikted_Lookbook_06_03_2025229587.jpg?v=1749516713&width=600
s17871_gray-melange,Kori Oversized Sweatpants,$31.20,$78.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17871_gray-melange,https://edikted.com/cdn/shop/files/Edikted_Lookbook_03_17_2025187342_f7e951ae-ace7-47b0-bba3-99bbaaa05838.jpg?v=1743103012&width=600
s13312_light-pink,Desiree Knitted Hooded Cardigan,$15.60,$78.00,80% OFF,"XS, S, M, L",N/A,In Stock,https://edikted.com/collections/all/products/s13312_light-pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_08_20232422_0af09191-bee6-4d57-8472-0d0d716d1c31.jpg?v=1722167384&width=600
s14150_blue,Katrina Lace Up Denim Corset,$31.20,$78.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s14150_blue,https://edikted.com/cdn/shop/files/Edikted_lookbook_05_09_20239276.jpg?v=1716219357&width=600
s17394_gray-melange,Satin Effect Bow Oversized Sweater,$15.60,$78.00,80% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17394_gray-melange,https://edikted.com/cdn/shop/files/4345345_e031d65f-ea5e-4a52-b796-c5cc5d11bfbc.jpg?v=1724947939&width=600
s15224_black,Swan Asymmetric Top,$24.00,$48.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s15224_black,https://edikted.com/cdn/shop/files/Edikted_Lookbook_10_09_202496958.jpg?v=1728694433&width=600
s16745_yellow,Blanca Satin Effect Lace Trim Tank Top,$19.20,$48.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s16745_yellow,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_30_20240586copy2_f8c445d0-d4c0-4103-ba53-c63d10982186.jpg?v=1725203162&width=600
s20933_light-blue,Debra Tailored Pinstripe Button Up Top,$23.00,$46.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20933_light-blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025274696.jpg?v=1753690886&width=600
s14193_blue,Magda Low Rise Acid Wash Jeans,$39.20,$98.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s14193_blue,https://edikted.com/cdn/shop/files/Edikted_lookbook_04_25_20235102_2f25ee8d-be46-4d26-b114-67383ab204dd.jpg?v=1723568030&width=600
s20939_blue,Lobster Club T Shirt,$14.40,$36.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20939_blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_06_03_2025231289_e31a7476-e673-437c-b23a-a0f4ea42d662.jpg?v=1749516487&width=600
s21043_black,Reed Sheer Mesh Corset,$44.00,$88.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21043_black,https://edikted.com/cdn/shop/files/Edikted_Lookbook_06_16_2025245244.jpg?v=1750952838&width=600
s20068_cream,Astrid Beaded Backless One Shoulder Top,$20.40,$68.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20068_cream,https://edikted.com/cdn/shop/files/ecom_5.jpg?v=1749161159&width=600
s19255_dark-brown,Studded Belt Denim Micro Shorts,$31.20,$78.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19255_dark-brown,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025276553copy.jpg?v=1755161762&width=600
s15999_dark-green,Nikki Nylon Shorts,$19.20,$48.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s15999_dark-green,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_03_202414087.jpg_v_1712578719_copy_2.jpg?v=1723472916&width=600
s17437_leopard,Sequin Leopard Printed Top,$21.60,$72.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17437_leopard,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_01_202432112copy.jpg?v=1722521204&width=600
s17869_olive,Leah Henley Top,$22.00,$44.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17869_olive,https://edikted.com/cdn/shop/files/Edikted_Lookbook_11_04_2024103521.jpg?v=1730897597&width=600
s21471_sage,Embellished Fringed Backless Mini Dress,$58.00,$116.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21471_sage,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_04_20252037.jpg?v=1756129112&width=600
s19523_brown,Ruelle Contrast Frill Tank Top,$14.40,$36.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19523_brown,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_29_2025211156.jpg?v=1747217679&width=600
s21384_light-blue,Celia Grommet Washed Low Rise Jeans,$56.00,$112.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21384_light-blue,https://edikted.com/cdn/shop/files/Eedikted_Lookbook_08_13_20258869.jpg?v=1756048051&width=600
s16207_white,Emilie Eyelet Tank Top,$13.20,$44.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s16207_white,https://edikted.com/cdn/shop/files/Edikted_Lookbook_02_27_202425734copy.jpg?v=1713277078&width=600
s17091_navy,Wide Leg Fold Over Pants,$34.00,$68.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17091_navy,https://edikted.com/cdn/shop/files/Edikted_lookbook_01_07_2025140152copy2.jpg?v=1741609056&width=600
s21221_pink,Lennie Striped Polo Top,$22.00,$44.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21221_pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20247452.jpg?v=1756047874&width=600
s17452_gray-melange,Sasha Bow Detail Hoodie,$35.20,$88.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17452_gray-melange,https://edikted.com/cdn/shop/files/Edikted_Lookbook_09_03_202459734_dad1c6fc-e129-4210-b6da-45de7ea7b7fb.jpg?v=1725644356&width=600
s21623_blue,Santa Monica Long Sleeve T Shirt,$23.00,$46.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21623_blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025280294.jpg?v=1754394670&width=600
s19757_cream,Elisa Open Knit Shorts,$16.20,$54.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19757_cream,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_01_2025196141.jpg?v=1743672215&width=600
s21540_light-pink,Lucky 8 Sweatpants,$34.00,$68.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21540_light-pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025273858-2.jpg?v=1754394974&width=600
s21681_blue-washed,Tera Striped Low Rise Jeans,$49.00,$98.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21681_blue-washed,https://edikted.com/cdn/shop/files/Eedikted_Lookbook_08_13_202512422.jpg?v=1756129380&width=600
s17656_burgundy,Vivi Mesh Asymmetric Tube Top,$17.00,$34.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17656_burgundy,https://edikted.com/cdn/shop/files/Edikted_Lookbook_11_04_2024102624-copy.jpg?v=1730919507&width=600
s19702_navy,Rebel Linen Look Corset,$30.40,$76.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19702_navy,https://edikted.com/cdn/shop/files/Edikted_Lookbook_03_31_2025190235.jpg?v=1744029277&width=600
s14559_green,Mexico Tank Top,$13.60,$34.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s14559_green,https://edikted.com/cdn/shop/files/6.51179_3f5ad92b-0980-4e8f-8260-a9f3bf5c9f6acopy.jpg?v=1725447290&width=600
s15810_pink,Tahlia Off Shoulder Top,$13.60,$34.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s15810_pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_10_04_202494535_89c92424-0a0c-4e78-b423-305db2dcf861.jpg?v=1731950665&width=600
s14211_mix,Knit Back Slitted Maxi Dress,$23.40,$78.00,70% OFF,"XS, S, M, L",N/A,In Stock,https://edikted.com/collections/all/products/s14211_mix,https://edikted.com/cdn/shop/files/Edikted_lookbook_05_02_20235717.jpg?v=1683625621&width=600
s18157_burgundy,Vivi Mesh Mini Skirt,$21.00,$42.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s18157_burgundy,https://edikted.com/cdn/shop/files/Edikted_Lookbook_11_04_2024102581_6d0e7452-a8f2-4f13-939d-c47943071211.jpg?v=1730897533&width=600
s13554_orange,Martina Ruffle Terry Mini Skirt,$21.60,$54.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s13554_orange,https://edikted.com/cdn/shop/files/Edikted_lookbook_05_02_20235905_b2c4f81d-ac80-4958-93b5-419022879aa2.jpg?v=1687103470&width=600
s21487_light-pink,Lorie Ribbed Knit Shorts,$22.00,$44.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21487_light-pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20244610.jpg?v=1755782894&width=600
s19518_black,Petite Daytime Low Rise Jeans,$36.00,$90.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19518_black,https://edikted.com/cdn/shop/files/Edikted_Lookbook_05_14_2025222502_15deee38-c634-4a00-a7c0-5587af706ee5.jpg?v=1747740605&width=600
s19756_cream,Elisa Open Knit Button Up Top,$25.60,$64.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19756_cream,https://edikted.com/cdn/shop/files/d_12.jpg?v=1744687858&width=600
s17954_cream,Inga Oversized Cable Knit Sweater,$46.00,$92.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17954_cream,https://edikted.com/cdn/shop/files/Edikted_lookbook_09_04_202465622_715f0004-cc62-4986-b1d7-7c4d5dd491b1.jpg?v=1726573570&width=600
s18013_gray-melange,Peekaboo Lace Pants,$19.80,$66.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s18013_gray-melange,https://edikted.com/cdn/shop/files/Edikted_10_01_202485431_ec3873da-c53d-4390-9b87-591fb6d39cac.jpg?v=1729123717&width=600
s21539_light-pink,Lucky 8 Oversized Hoodie,$37.00,$74.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21539_light-pink,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025273939-2.jpg?v=1754395489&width=600
s15872_black,Wilde Lace Up Faux Leather Shorts,$23.20,$58.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s15872_black,https://edikted.com/cdn/shop/files/Edikted_Lookbook_02_13_202419926.jpg?v=1708525821&width=600
s17385_white,Contrast Sheer Lace Top,$13.20,$44.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s17385_white,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_02_202437958.jpg?v=1721308208&width=600
s18623_gray-melange,Edikted Contrast Embroidered Sweatpants,$39.00,$78.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s18623_gray-melange,https://edikted.com/cdn/shop/files/Edikted_Lookbook_11_05_2024110452copy.jpg?v=1733128561&width=600
s19640_dark-gray,Aspyn V Neck Ribbed Tank Top,$13.60,$34.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19640_dark-gray,https://edikted.com/cdn/shop/files/Edikted_Lookbook_03_17_2025187796_32aeb1a3-3a75-4bfe-8845-2b06f4288eaf.jpg?v=1746466762&width=600
s21516_navy,Nashville Oversized Wide Neck Sweatshirt,$40.00,$80.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21516_navy,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_04_20251239.jpg?v=1755782795&width=600
s20411_olive,Sevie Off Shoulder Mini Dress,$21.60,$72.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20411_olive,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_30_2025216558.jpg?v=1749369203&width=600
s19988_black,Neriah Grommet Off Shoulder Top,$28.00,$56.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19988_black,https://edikted.com/cdn/shop/files/Edikted_Lookbook_04_01_2025197676.jpg?v=1744289486&width=600
s20294_light-blue,Petite Ace Relaxed Jeans,$48.00,$96.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20294_light-blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20245594copy.jpg?v=1755611312&width=600
s19605_black,Narla Leopard Star T Shirt,$17.60,$44.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19605_black,https://edikted.com/cdn/shop/files/d_9.jpg?v=1744687677&width=600
s20944_brown,Sheer Sequin Bead Fringed Mini Skirt,$29.60,$74.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20944_brown,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025279977.jpg?v=1755175461&width=600
s20182_turquoise,Caspia Cowl Neck Backless Top,$16.20,$54.00,70% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s20182_turquoise,https://edikted.com/cdn/shop/files/Caspia-Cowl-Neck-Backless-Top.jpg?v=1747753785&width=600
s21132_blue,Jaye Contrast Panel Track Pants,$23.20,$58.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21132_blue,https://edikted.com/cdn/shop/files/Edikted_Lookbook_08_05_20248076.jpg?v=1755000948&width=600
s19255_black,Studded Belt Denim Micro Shorts,$39.00,$78.00,50% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19255_black,https://edikted.com/cdn/shop/files/Edikted_lookbook_01_07_2025139559copy2.jpg?v=1741614367&width=600
s19426_olive,Billey Metal Ring Halter Top,$22.40,$56.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s19426_olive,https://edikted.com/cdn/shop/files/Edikted_lookbook_05_30_2025256497_ce66a649-e7c7-475f-b99d-ea8e655396bf.jpg?v=1753687088&width=600
s21247_aqua,Haisley Cable Knit Cardigan,$32.80,$82.00,60% OFF,"XS, S, M, L, XL",N/A,In Stock,https://edikted.com/collections/all/products/s21247_aqua,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_21_2025278392.jpg?v=1755175526&width=600
